State,District,Year,final_annual
TELANGANA,ADILABAD,1901,1015.974
TELANGANA,ADILABAD,1902,729.042
TELANGANA,ADILABAD,1903,1337.677
TELANGANA,ADILABAD,1904,764.389
TELANGANA,ADILABAD,1905,920.306
TELANGANA,ADILABAD,1906,884.529
TELANGANA,ADILABAD,1907,790.616
TELANGANA,ADILABAD,1908,1094.713
TELANGANA,ADILABAD,1909,777.728
TELANGANA,ADILABAD,1910,1200.866
TELANGANA,ADILABAD,1911,863.264
TELANGANA,ADILABAD,1912,806.693
TELANGANA,ADILABAD,1913,895.184
TELANGANA,ADILABAD,1914,1054.146
TELANGANA,ADILABAD,1915,1017.573
TELANGANA,ADILABAD,1916,1127.122
TELANGANA,ADILABAD,1917,1307.745
TELANGANA,ADILABAD,1918,623.621
TELANGANA,ADILABAD,1919,917.265
TELANGANA,ADILABAD,1920,533.76
TELANGANA,ADILABAD,1921,912.436
TELANGANA,ADILABAD,1922,971.748
TELANGANA,ADILABAD,1923,767.562
TELANGANA,ADILABAD,1924,888.453
TELANGANA,ADILABAD,1925,981.854
TELANGANA,ADILABAD,1926,858.864
TELANGANA,ADILABAD,1927,1049.06
TELANGANA,ADILABAD,1928,961.935
TELANGANA,ADILABAD,1929,776.782
TELANGANA,ADILABAD,1930,943.116
TELANGANA,ADILABAD,1931,1279.897
TELANGANA,ADILABAD,1932,993.136
TELANGANA,ADILABAD,1933,1294.354
TELANGANA,ADILABAD,1934,1017.834
TELANGANA,ADILABAD,1935,1012.916
TELANGANA,ADILABAD,1936,1262.973
TELANGANA,ADILABAD,1937,885.986
TELANGANA,ADILABAD,1938,1285.567
TELANGANA,ADILABAD,1939,730.774
TELANGANA,ADILABAD,1940,1080.356
TELANGANA,ADILABAD,1941,654.796
TELANGANA,ADILABAD,1942,992.97
TELANGANA,ADILABAD,1943,972.121
TELANGANA,ADILABAD,1944,1062.363
TELANGANA,ADILABAD,1945,1074.237
TELANGANA,ADILABAD,1946,932.738
TELANGANA,ADILABAD,1947,1108.235
TELANGANA,ADILABAD,1948,1036.178
TELANGANA,ADILABAD,1949,1338.613
TELANGANA,ADILABAD,1950,756.483
TELANGANA,ADILABAD,1951,999.073
TELANGANA,ADILABAD,1952,776.723
TELANGANA,ADILABAD,1953,1197.29
TELANGANA,ADILABAD,1954,1033.799
TELANGANA,ADILABAD,1955,1250.678
TELANGANA,ADILABAD,1956,1129.198
TELANGANA,ADILABAD,1957,946.381
TELANGANA,ADILABAD,1958,964.423
TELANGANA,ADILABAD,1959,1560.376
TELANGANA,ADILABAD,1960,806.431
TELANGANA,ADILABAD,1961,1147.263
TELANGANA,ADILABAD,1962,1038.377
TELANGANA,ADILABAD,1963,1153.8
TELANGANA,ADILABAD,1964,1001.283
TELANGANA,ADILABAD,1965,992.33
TELANGANA,ADILABAD,1966,1082.395
TELANGANA,ADILABAD,1967,856.496
TELANGANA,ADILABAD,1968,816.696
TELANGANA,ADILABAD,1969,985.242
TELANGANA,ADILABAD,1970,1030.315
TELANGANA,ADILABAD,1971,854.789
TELANGANA,ADILABAD,1972,627.768
TELANGANA,ADILABAD,1973,1164.97
TELANGANA,ADILABAD,1974,715.503
TELANGANA,ADILABAD,1975,1327.092
TELANGANA,ADILABAD,1976,946.907
TELANGANA,ADILABAD,1977,922.589
TELANGANA,ADILABAD,1978,1194.202
TELANGANA,ADILABAD,1979,1014.674
TELANGANA,ADILABAD,1980,963.304
TELANGANA,ADILABAD,1981,1175.363
TELANGANA,ADILABAD,1982,989.183
TELANGANA,ADILABAD,1983,1459.524
TELANGANA,ADILABAD,1984,681.537
TELANGANA,ADILABAD,1985,937.898
TELANGANA,ADILABAD,1986,962.246
TELANGANA,ADILABAD,1987,852.133
TELANGANA,ADILABAD,1988,1155.991
TELANGANA,ADILABAD,1989,1048.148
TELANGANA,ADILABAD,1990,1112.577
TELANGANA,ADILABAD,1991,910.631
TELANGANA,ADILABAD,1992,925.018
TELANGANA,ADILABAD,1993,1084.507
TELANGANA,ADILABAD,1994,1199.447
TELANGANA,ADILABAD,1995,1255.561
TELANGANA,ADILABAD,1996,1081.171
TELANGANA,ADILABAD,1997,905.718
TELANGANA,ADILABAD,1998,1128.95
TELANGANA,ADILABAD,1999,941.628
TELANGANA,ADILABAD,2000,1074.045
TELANGANA,ADILABAD,2001,985.618
TELANGANA,ADILABAD,2002,866.468
TELANGANA,ADILABAD,2003,1014.263299
TELANGANA,ADILABAD,2004,667.1
TELANGANA,ADILABAD,2005,1436.5
TELANGANA,ADILABAD,2006,1232.7
TELANGANA,ADILABAD,2007,796.5
TELANGANA,ADILABAD,2008,916.8
TELANGANA,ADILABAD,2009,720.3
TELANGANA,ADILABAD,2010,1425.3
TELANGANA,ADILABAD,2011,793.0250112
TELANGANA,ADILABAD,2012,1062.070145
TELANGANA,ADILABAD,2013,1608.1
TELANGANA,ADILABAD,2014,860.5
TELANGANA,ADILABAD,2015,958.9
TELANGANA,ADILABAD,2016,1198.1
TELANGANA,ADILABAD,2017,845.9
ANDHRA PRADESH,ANANTPUR,1901,522.346
ANDHRA PRADESH,ANANTPUR,1902,599.647
ANDHRA PRADESH,ANANTPUR,1903,857.943
ANDHRA PRADESH,ANANTPUR,1904,487.554
ANDHRA PRADESH,ANANTPUR,1905,458.736
ANDHRA PRADESH,ANANTPUR,1906,669.663
ANDHRA PRADESH,ANANTPUR,1907,483.708
ANDHRA PRADESH,ANANTPUR,1908,414.55
ANDHRA PRADESH,ANANTPUR,1909,605.847
ANDHRA PRADESH,ANANTPUR,1910,881.904
ANDHRA PRADESH,ANANTPUR,1911,512.35
ANDHRA PRADESH,ANANTPUR,1912,735.114
ANDHRA PRADESH,ANANTPUR,1913,585.576
ANDHRA PRADESH,ANANTPUR,1914,537.548
ANDHRA PRADESH,ANANTPUR,1915,735.253
ANDHRA PRADESH,ANANTPUR,1916,808.052
ANDHRA PRADESH,ANANTPUR,1917,879.227
ANDHRA PRADESH,ANANTPUR,1918,501.966
ANDHRA PRADESH,ANANTPUR,1919,867.085
ANDHRA PRADESH,ANANTPUR,1920,469.275
ANDHRA PRADESH,ANANTPUR,1921,774.33
ANDHRA PRADESH,ANANTPUR,1922,484.613
ANDHRA PRADESH,ANANTPUR,1923,364.476
ANDHRA PRADESH,ANANTPUR,1924,706.794
ANDHRA PRADESH,ANANTPUR,1925,669.856
ANDHRA PRADESH,ANANTPUR,1926,563.84
ANDHRA PRADESH,ANANTPUR,1927,676.381
ANDHRA PRADESH,ANANTPUR,1928,674.061
ANDHRA PRADESH,ANANTPUR,1929,589.204
ANDHRA PRADESH,ANANTPUR,1930,842.581
ANDHRA PRADESH,ANANTPUR,1931,497.079
ANDHRA PRADESH,ANANTPUR,1932,709.436
ANDHRA PRADESH,ANANTPUR,1933,822.957
ANDHRA PRADESH,ANANTPUR,1934,424.349
ANDHRA PRADESH,ANANTPUR,1935,697.636
ANDHRA PRADESH,ANANTPUR,1936,584.083
ANDHRA PRADESH,ANANTPUR,1937,668.729
ANDHRA PRADESH,ANANTPUR,1938,564.563
ANDHRA PRADESH,ANANTPUR,1939,718.497
ANDHRA PRADESH,ANANTPUR,1940,837.631
ANDHRA PRADESH,ANANTPUR,1941,590.982
ANDHRA PRADESH,ANANTPUR,1942,414.504
ANDHRA PRADESH,ANANTPUR,1943,709.162
ANDHRA PRADESH,ANANTPUR,1944,648.667
ANDHRA PRADESH,ANANTPUR,1945,529.21
ANDHRA PRADESH,ANANTPUR,1946,768.576
ANDHRA PRADESH,ANANTPUR,1947,649.043
ANDHRA PRADESH,ANANTPUR,1948,619.843
ANDHRA PRADESH,ANANTPUR,1949,668.44
ANDHRA PRADESH,ANANTPUR,1950,609.428
ANDHRA PRADESH,ANANTPUR,1951,602.146
ANDHRA PRADESH,ANANTPUR,1952,509.231
ANDHRA PRADESH,ANANTPUR,1953,848.325
ANDHRA PRADESH,ANANTPUR,1954,557.156
ANDHRA PRADESH,ANANTPUR,1955,789.232
ANDHRA PRADESH,ANANTPUR,1956,999.122
ANDHRA PRADESH,ANANTPUR,1957,622.281
ANDHRA PRADESH,ANANTPUR,1958,676.023
ANDHRA PRADESH,ANANTPUR,1959,668.771
ANDHRA PRADESH,ANANTPUR,1960,655.264
ANDHRA PRADESH,ANANTPUR,1961,600.5
ANDHRA PRADESH,ANANTPUR,1962,764.207
ANDHRA PRADESH,ANANTPUR,1963,678.46
ANDHRA PRADESH,ANANTPUR,1964,779.245
ANDHRA PRADESH,ANANTPUR,1965,428.458
ANDHRA PRADESH,ANANTPUR,1966,910.719
ANDHRA PRADESH,ANANTPUR,1967,595.024
ANDHRA PRADESH,ANANTPUR,1968,726.299
ANDHRA PRADESH,ANANTPUR,1969,645.766
ANDHRA PRADESH,ANANTPUR,1970,728.383
ANDHRA PRADESH,ANANTPUR,1971,550.229
ANDHRA PRADESH,ANANTPUR,1972,627.332
ANDHRA PRADESH,ANANTPUR,1973,731.907
ANDHRA PRADESH,ANANTPUR,1974,768.559
ANDHRA PRADESH,ANANTPUR,1975,860.183
ANDHRA PRADESH,ANANTPUR,1976,398.803
ANDHRA PRADESH,ANANTPUR,1977,835.505
ANDHRA PRADESH,ANANTPUR,1978,714.508
ANDHRA PRADESH,ANANTPUR,1979,710.781
ANDHRA PRADESH,ANANTPUR,1980,474.801
ANDHRA PRADESH,ANANTPUR,1981,719.69
ANDHRA PRADESH,ANANTPUR,1982,528.256
ANDHRA PRADESH,ANANTPUR,1983,751.938
ANDHRA PRADESH,ANANTPUR,1984,431.565
ANDHRA PRADESH,ANANTPUR,1985,428.367
ANDHRA PRADESH,ANANTPUR,1986,665.097
ANDHRA PRADESH,ANANTPUR,1987,565.361
ANDHRA PRADESH,ANANTPUR,1988,760.655
ANDHRA PRADESH,ANANTPUR,1989,638.031
ANDHRA PRADESH,ANANTPUR,1990,632.717
ANDHRA PRADESH,ANANTPUR,1991,716.126
ANDHRA PRADESH,ANANTPUR,1992,632.317
ANDHRA PRADESH,ANANTPUR,1993,685.404
ANDHRA PRADESH,ANANTPUR,1994,579.526
ANDHRA PRADESH,ANANTPUR,1995,842.733
ANDHRA PRADESH,ANANTPUR,1996,837.948
ANDHRA PRADESH,ANANTPUR,1997,797.051
ANDHRA PRADESH,ANANTPUR,1998,881.473
ANDHRA PRADESH,ANANTPUR,1999,643.72
ANDHRA PRADESH,ANANTPUR,2000,767.351
ANDHRA PRADESH,ANANTPUR,2001,579.338
ANDHRA PRADESH,ANANTPUR,2002,540.07
ANDHRA PRADESH,ANANTPUR,2003,617.5668812
ANDHRA PRADESH,ANANTPUR,2004,564.5
ANDHRA PRADESH,ANANTPUR,2005,819.7
ANDHRA PRADESH,ANANTPUR,2006,494.6
ANDHRA PRADESH,ANANTPUR,2007,689.9
ANDHRA PRADESH,ANANTPUR,2008,867.1
ANDHRA PRADESH,ANANTPUR,2009,585.3
ANDHRA PRADESH,ANANTPUR,2010,853.8
ANDHRA PRADESH,ANANTPUR,2011,628.2072479
ANDHRA PRADESH,ANANTPUR,2012,608.6289732
ANDHRA PRADESH,ANANTPUR,2013,501.7
ANDHRA PRADESH,ANANTPUR,2014,437.8
ANDHRA PRADESH,ANANTPUR,2015,708.8
ANDHRA PRADESH,ANANTPUR,2016,394.1
ANDHRA PRADESH,ANANTPUR,2017,661.2
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1901,3349.779958
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1902,3496.25587
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1903,2936.866847
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1904,3058.218416
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1905,2548.879467
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1906,2516.803725
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1907,3324.655616
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1908,3551.569146
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1909,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1910,2879.26954
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1911,2668.542839
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1912,2939.945324
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1913,2349.374311
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1914,2937.26407
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1915,2722.267224
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1916,2917.105012
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1917,2594.262173
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1918,3252.261758
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1919,2335.76943
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1920,2922.765437
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1921,2588.303831
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1922,3529.52328
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1923,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1924,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1925,2463.277952
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1926,3259.411769
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1927,2425.939008
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1928,2977.482879
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1929,2906.280691
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1930,3053.749659
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1931,2341.330549
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1932,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1933,2966.757864
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1934,3696.952694
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1935,3132.101858
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1936,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1937,3566.167084
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1938,3241.735354
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1939,2763.181173
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1940,2986.619004
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1941,2878.077871
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1942,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1943,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1944,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1945,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1946,2772.217992
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1947,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1948,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1949,3465.371796
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1950,2405.382727
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1951,3252.361064
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1952,3058.516333
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1953,2703.001918
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1954,3425.053681
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1955,3326.343813
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1956,3058.615638
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1957,2489.792574
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1958,2787.908293
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1959,3320.087553
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1960,3003.997502
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1961,3910.857178
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1962,2939.150878
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1963,2960.998133
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1964,3033.590601
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1965,3141.833817
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1966,2682.445637
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1967,3194.068617
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1968,2743.61795
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1969,2600.81635
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1970,3347.396621
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1971,2977.780797
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1972,3299.928496
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1973,2970.332869
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1974,2941.434909
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1975,3064.276063
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1976,3253.254815
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1977,2371.618788
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1978,2693.567876
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1979,1836.559663
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1980,3600.129634
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1981,3053.451742
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1982,2367.944477
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1983,2773.012438
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1984,2800.718729
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1985,2612.534423
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1986,2172.61016
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1987,2744.809618
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1988,3299.928496
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1989,2516.00928
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1990,2168.240709
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1991,2518.194005
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1992,2084.128779
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1993,2221.865789
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1994,3240.146463
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1995,3093.769857
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1996,2976.0926
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1997,2735.971411
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1998,2826.637517
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,1999,2680.956052
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2000,2744.015173
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2001,3059.50939
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2002,2602.008018
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2003,2339.543046
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2004,2567.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2005,2831.8
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2006,2401.6
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2007,2732.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2008,3613.7
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2009,2837.8
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2010,3365.9
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2011,3801.422293
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2012,3473.316252
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2013,3731.70969
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2014,2604.192744
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2015,2884.433436
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2016,0.0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN,2017,0.0
ARUNACHAL PRADESH,ANJAW,1901,0.0
ARUNACHAL PRADESH,ANJAW,1902,0.0
ARUNACHAL PRADESH,ANJAW,1903,0.0
ARUNACHAL PRADESH,ANJAW,1904,0.0
ARUNACHAL PRADESH,ANJAW,1905,0.0
ARUNACHAL PRADESH,ANJAW,1906,0.0
ARUNACHAL PRADESH,ANJAW,1907,0.0
ARUNACHAL PRADESH,ANJAW,1908,0.0
ARUNACHAL PRADESH,ANJAW,1909,0.0
ARUNACHAL PRADESH,ANJAW,1910,0.0
ARUNACHAL PRADESH,ANJAW,1911,0.0
ARUNACHAL PRADESH,ANJAW,1912,0.0
ARUNACHAL PRADESH,ANJAW,1913,0.0
ARUNACHAL PRADESH,ANJAW,1914,0.0
ARUNACHAL PRADESH,ANJAW,1915,0.0
ARUNACHAL PRADESH,ANJAW,1916,0.0
ARUNACHAL PRADESH,ANJAW,1917,0.0
ARUNACHAL PRADESH,ANJAW,1918,1637.614242
ARUNACHAL PRADESH,ANJAW,1919,1401.089531
ARUNACHAL PRADESH,ANJAW,1920,1225.815287
ARUNACHAL PRADESH,ANJAW,1921,1698.834861
ARUNACHAL PRADESH,ANJAW,1922,1249.843858
ARUNACHAL PRADESH,ANJAW,1923,1046.959145
ARUNACHAL PRADESH,ANJAW,1924,1328.436685
ARUNACHAL PRADESH,ANJAW,1925,1325.242826
ARUNACHAL PRADESH,ANJAW,1926,1051.167876
ARUNACHAL PRADESH,ANJAW,1927,1568.03586
ARUNACHAL PRADESH,ANJAW,1928,1573.856445
ARUNACHAL PRADESH,ANJAW,1929,1289.543235
ARUNACHAL PRADESH,ANJAW,1930,1293.692268
ARUNACHAL PRADESH,ANJAW,1931,1454.280727
ARUNACHAL PRADESH,ANJAW,1932,1447.952706
ARUNACHAL PRADESH,ANJAW,1933,1126.298201
ARUNACHAL PRADESH,ANJAW,1934,1365.807828
ARUNACHAL PRADESH,ANJAW,1935,1245.814222
ARUNACHAL PRADESH,ANJAW,1936,1429.446229
ARUNACHAL PRADESH,ANJAW,1937,1007.438862
ARUNACHAL PRADESH,ANJAW,1938,1829.454768
ARUNACHAL PRADESH,ANJAW,1939,1163.729043
ARUNACHAL PRADESH,ANJAW,1940,1223.60645
ARUNACHAL PRADESH,ANJAW,1941,1259.694079
ARUNACHAL PRADESH,ANJAW,1942,1142.685388
ARUNACHAL PRADESH,ANJAW,1943,1291.48343
ARUNACHAL PRADESH,ANJAW,1944,1165.400595
ARUNACHAL PRADESH,ANJAW,1945,1089.285248
ARUNACHAL PRADESH,ANJAW,1946,1197.309343
ARUNACHAL PRADESH,ANJAW,1947,1304.139472
ARUNACHAL PRADESH,ANJAW,1948,1889.779912
ARUNACHAL PRADESH,ANJAW,1949,1455.056805
ARUNACHAL PRADESH,ANJAW,1950,0.0
ARUNACHAL PRADESH,ANJAW,1951,1001.200389
ARUNACHAL PRADESH,ANJAW,1952,715.2156255
ARUNACHAL PRADESH,ANJAW,1953,0.0
ARUNACHAL PRADESH,ANJAW,1954,0.0
ARUNACHAL PRADESH,ANJAW,1955,0.0
ARUNACHAL PRADESH,ANJAW,1956,0.0
ARUNACHAL PRADESH,ANJAW,1957,0.0
ARUNACHAL PRADESH,ANJAW,1958,1511.412011
ARUNACHAL PRADESH,ANJAW,1959,1252.321338
ARUNACHAL PRADESH,ANJAW,1960,1107.224591
ARUNACHAL PRADESH,ANJAW,1961,1097.404218
ARUNACHAL PRADESH,ANJAW,1962,0.0
ARUNACHAL PRADESH,ANJAW,1963,1235.158073
ARUNACHAL PRADESH,ANJAW,1964,1480.309191
ARUNACHAL PRADESH,ANJAW,1965,655.7262577
ARUNACHAL PRADESH,ANJAW,1966,659.5469497
ARUNACHAL PRADESH,ANJAW,1967,498.0331669
ARUNACHAL PRADESH,ANJAW,1968,638.4734456
ARUNACHAL PRADESH,ANJAW,1969,560.4776011
ARUNACHAL PRADESH,ANJAW,1970,589.0432434
ARUNACHAL PRADESH,ANJAW,1971,652.0548115
ARUNACHAL PRADESH,ANJAW,1972,680.9487945
ARUNACHAL PRADESH,ANJAW,1973,733.5430073
ARUNACHAL PRADESH,ANJAW,1974,914.5482889
ARUNACHAL PRADESH,ANJAW,1975,660.6513685
ARUNACHAL PRADESH,ANJAW,1976,722.200328
ARUNACHAL PRADESH,ANJAW,1977,1126.596693
ARUNACHAL PRADESH,ANJAW,1978,755.4821369
ARUNACHAL PRADESH,ANJAW,1979,827.8961892
ARUNACHAL PRADESH,ANJAW,1980,959.739911
ARUNACHAL PRADESH,ANJAW,1981,833.0600932
ARUNACHAL PRADESH,ANJAW,1982,829.6572894
ARUNACHAL PRADESH,ANJAW,1983,995.5588981
ARUNACHAL PRADESH,ANJAW,1984,978.4553318
ARUNACHAL PRADESH,ANJAW,1985,974.9331314
ARUNACHAL PRADESH,ANJAW,1986,744.9155357
ARUNACHAL PRADESH,ANJAW,1987,1024.781222
ARUNACHAL PRADESH,ANJAW,1988,1240.321977
ARUNACHAL PRADESH,ANJAW,1989,979.5299014
ARUNACHAL PRADESH,ANJAW,1990,1075.76358
ARUNACHAL PRADESH,ANJAW,1991,1025.139412
ARUNACHAL PRADESH,ANJAW,1992,808.0166513
ARUNACHAL PRADESH,ANJAW,1993,999.6183833
ARUNACHAL PRADESH,ANJAW,1994,682.769593
ARUNACHAL PRADESH,ANJAW,1995,916.0108975
ARUNACHAL PRADESH,ANJAW,1996,752.3479755
ARUNACHAL PRADESH,ANJAW,1997,679.0384485
ARUNACHAL PRADESH,ANJAW,1998,1079.554423
ARUNACHAL PRADESH,ANJAW,1999,691.4855465
ARUNACHAL PRADESH,ANJAW,2000,775.1228815
ARUNACHAL PRADESH,ANJAW,2001,607.728815
ARUNACHAL PRADESH,ANJAW,2002,713.1560338
ARUNACHAL PRADESH,ANJAW,2003,731.8416054
ARUNACHAL PRADESH,ANJAW,2004,759.8699628
ARUNACHAL PRADESH,ANJAW,2005,697.127037
ARUNACHAL PRADESH,ANJAW,2006,674.4715277
ARUNACHAL PRADESH,ANJAW,2007,901.6534535
ARUNACHAL PRADESH,ANJAW,2008,669.934456
ARUNACHAL PRADESH,ANJAW,2009,522.3303798
ARUNACHAL PRADESH,ANJAW,2010,852.4023462
ARUNACHAL PRADESH,ANJAW,2011,654.8009339
ARUNACHAL PRADESH,ANJAW,2012,1026.900512
ARUNACHAL PRADESH,ANJAW,2013,309.8
ARUNACHAL PRADESH,ANJAW,2014,1252.7
ARUNACHAL PRADESH,ANJAW,2015,1250.0
ARUNACHAL PRADESH,ANJAW,2016,778.0
ARUNACHAL PRADESH,ANJAW,2017,1512.0
BIHAR,ARARIA,1901,1113.164
BIHAR,ARARIA,1902,1411.834
BIHAR,ARARIA,1903,1351.365
BIHAR,ARARIA,1904,1342.537
BIHAR,ARARIA,1905,1481.99
BIHAR,ARARIA,1906,1352.701
BIHAR,ARARIA,1907,1270.808
BIHAR,ARARIA,1908,1065.444
BIHAR,ARARIA,1909,1442.212
BIHAR,ARARIA,1910,1493.253
BIHAR,ARARIA,1911,1544.531
BIHAR,ARARIA,1912,1217.223
BIHAR,ARARIA,1913,1632.395
BIHAR,ARARIA,1914,1225.045
BIHAR,ARARIA,1915,1479.834
BIHAR,ARARIA,1916,1523.388
BIHAR,ARARIA,1917,1651.168
BIHAR,ARARIA,1918,1486.826
BIHAR,ARARIA,1919,1414.446
BIHAR,ARARIA,1920,1309.352
BIHAR,ARARIA,1921,1347.242
BIHAR,ARARIA,1922,1729.94
