State,District,Year,final_annual
DELHI,DELHI,1968,428.8604216
DELHI,DELHI,1969,527.046596
DELHI,DELHI,1970,594.4184366
DELHI,DELHI,1971,703.317838
DELHI,DELHI,1972,486.8443829
DELHI,DELHI,1973,582.2694162
DELHI,DELHI,1974,425.1052699
DELHI,DELHI,1975,687.0823289
DELHI,DELHI,1976,802.6084687
DELHI,DELHI,1977,817.4081846
DELHI,DELHI,1978,719.1115646
DELHI,DELHI,1979,377.1718619
DELHI,DELHI,1980,566.8070265
DELHI,DELHI,1981,544.9387897
DELHI,DELHI,1982,559.5176142
DELHI,DELHI,1983,822.2677927
DELHI,DELHI,1984,529.2555088
DELHI,DELHI,1985,632.1908456
DELHI,DELHI,1986,497.9993925
DELHI,DELHI,1987,351.8798103
DELHI,DELHI,1988,933.2656613
DELHI,DELHI,1989,460.0060922
DELHI,DELHI,1990,776.5432976
DELHI,DELHI,1991,435.0453775
DELHI,DELHI,1992,474.5849168
DELHI,DELHI,1993,578.5142644
DELHI,DELHI,1994,623.3551944
DELHI,DELHI,1995,904.6602405
DELHI,DELHI,1996,711.932598
DELHI,DELHI,1997,738.4395517
DELHI,DELHI,1998,756.8839736
DELHI,DELHI,1999,380.3747855
DELHI,DELHI,2000,424.5530417
DELHI,DELHI,2001,536.2135841
DELHI,DELHI,2002,394.5118275
DELHI,DELHI,2003,660.023147
DELHI,DELHI,2004,594.4
DELHI,DELHI,2005,661.7
DELHI,DELHI,2006,600.5
DELHI,DELHI,2007,719.1
DELHI,DELHI,2008,807.3
DELHI,DELHI,2009,560.0
DELHI,DELHI,2010,1056.0
DELHI,DELHI,2011,565.4816788
DELHI,DELHI,2012,432.2842365
DELHI,DELHI,2013,509.3752935
DELHI,DELHI,2014,337.4114314
DELHI,DELHI,2015,480.7698726
DELHI,DELHI,2016,0.0
DELHI,DELHI,2017,0.0
DELHI,EAST DELHI,1901,265.6079997
DELHI,EAST DELHI,1902,285.8298854
DELHI,EAST DELHI,1903,292.0258167
DELHI,EAST DELHI,1904,359.364015
DELHI,EAST DELHI,1905,219.8534302
DELHI,EAST DELHI,1906,404.1653644
DELHI,EAST DELHI,1907,302.2388902
DELHI,EAST DELHI,1908,469.1205122
DELHI,EAST DELHI,1909,523.7944993
DELHI,EAST DELHI,1910,412.0634746
DELHI,EAST DELHI,1911,347.0402396
DELHI,EAST DELHI,1912,360.3853224
DELHI,EAST DELHI,1913,346.1551065
DELHI,EAST DELHI,1914,452.575333
DELHI,EAST DELHI,1915,287.6001515
DELHI,EAST DELHI,1916,428.3363051
DELHI,EAST DELHI,1917,671.8159788
DELHI,EAST DELHI,1918,159.8005576
DELHI,EAST DELHI,1919,376.9985887
DELHI,EAST DELHI,1920,251.1054353
DELHI,EAST DELHI,1921,304.0091563
DELHI,EAST DELHI,1922,376.4538914
DELHI,EAST DELHI,1923,395.9268184
DELHI,EAST DELHI,1924,445.8347045
DELHI,EAST DELHI,1925,379.3816392
DELHI,EAST DELHI,1926,419.3488004
DELHI,EAST DELHI,1927,342.1379643
DELHI,EAST DELHI,1928,264.3143437
DELHI,EAST DELHI,1929,208.7552236
DELHI,EAST DELHI,1930,340.7762211
DELHI,EAST DELHI,1931,353.5085195
DELHI,EAST DELHI,1932,299.6515783
DELHI,EAST DELHI,1933,583.4388489
DELHI,EAST DELHI,1934,341.3890055
DELHI,EAST DELHI,1935,386.9393136
DELHI,EAST DELHI,1936,347.9934598
DELHI,EAST DELHI,1937,327.9758356
DELHI,EAST DELHI,1938,189.8269939
DELHI,EAST DELHI,1939,211.2063612
DELHI,EAST DELHI,1940,269.4208805
DELHI,EAST DELHI,1941,247.7691646
DELHI,EAST DELHI,1942,547.7611786
DELHI,EAST DELHI,1943,277.7275137
DELHI,EAST DELHI,1944,329.6780145
DELHI,EAST DELHI,1945,445.6985302
DELHI,EAST DELHI,1946,298.0855736
DELHI,EAST DELHI,1947,316.2648446
DELHI,EAST DELHI,1948,403.144057
DELHI,EAST DELHI,1949,330.4269733
DELHI,EAST DELHI,1950,375.2283226
DELHI,EAST DELHI,1951,230.2707652
DELHI,EAST DELHI,1952,378.7688548
DELHI,EAST DELHI,1953,382.5817356
DELHI,EAST DELHI,1954,365.6280335
DELHI,EAST DELHI,1955,472.5929572
DELHI,EAST DELHI,1956,445.1538329
DELHI,EAST DELHI,1957,420.2339334
DELHI,EAST DELHI,1958,458.2265671
DELHI,EAST DELHI,1959,330.1546246
DELHI,EAST DELHI,1960,492.2020584
DELHI,EAST DELHI,1961,427.5192592
DELHI,EAST DELHI,1962,347.9253726
DELHI,EAST DELHI,1963,355.2787856
DELHI,EAST DELHI,1964,484.0315996
DELHI,EAST DELHI,1965,260.0248528
DELHI,EAST DELHI,1966,481.8528106
DELHI,EAST DELHI,1967,571.8640322
DELHI,EAST DELHI,1968,264.3824309
DELHI,EAST DELHI,1969,324.9119135
DELHI,EAST DELHI,1970,366.4450793
DELHI,EAST DELHI,1971,433.5790162
DELHI,EAST DELHI,1972,300.1281884
DELHI,EAST DELHI,1973,358.9554921
DELHI,EAST DELHI,1974,262.0674676
DELHI,EAST DELHI,1975,423.5702041
DELHI,EAST DELHI,1976,494.7893704
DELHI,EAST DELHI,1977,503.9130495
DELHI,EAST DELHI,1978,443.3154797
DELHI,EAST DELHI,1979,232.5176414
DELHI,EAST DELHI,1980,349.4232901
DELHI,EAST DELHI,1981,335.942033
DELHI,EAST DELHI,1982,344.9295377
DELHI,EAST DELHI,1983,506.9088844
DELHI,EAST DELHI,1984,326.2736567
DELHI,EAST DELHI,1985,389.7308871
DELHI,EAST DELHI,1986,307.0049912
DELHI,EAST DELHI,1987,216.9256824
DELHI,EAST DELHI,1988,575.3364772
DELHI,EAST DELHI,1989,283.5830092
DELHI,EAST DELHI,1990,478.7208013
DELHI,EAST DELHI,1991,268.1953117
DELHI,EAST DELHI,1992,292.5705139
DELHI,EAST DELHI,1993,356.6405287
DELHI,EAST DELHI,1994,384.2839145
DELHI,EAST DELHI,1995,557.7019035
DELHI,EAST DELHI,1996,438.8898145
DELHI,EAST DELHI,1997,455.2307322
DELHI,EAST DELHI,1998,466.6012874
DELHI,EAST DELHI,1999,234.4921689
DELHI,EAST DELHI,2000,261.7270318
DELHI,EAST DELHI,2001,330.5631476
DELHI,EAST DELHI,2002,243.207325
DELHI,EAST DELHI,2003,406.8888506
DELHI,EAST DELHI,2004,331.7887164
DELHI,EAST DELHI,2005,353.712781
DELHI,EAST DELHI,2006,225.3004027
DELHI,EAST DELHI,2007,304.0772435
DELHI,EAST DELHI,2008,483.6911638
DELHI,EAST DELHI,2009,269.216619
DELHI,EAST DELHI,2010,436.098241
DELHI,EAST DELHI,2011,348.6062442
DELHI,EAST DELHI,2012,266.4931328
DELHI,EAST DELHI,2013,637.0
DELHI,EAST DELHI,2014,396.0
DELHI,EAST DELHI,2015,545.0
DELHI,EAST DELHI,2016,196.0
DELHI,EAST DELHI,2017,32.0
DELHI,NEW DELHI,1901,443.521
DELHI,NEW DELHI,1902,537.28
DELHI,NEW DELHI,1903,287.488
DELHI,NEW DELHI,1904,590.576
DELHI,NEW DELHI,1905,264.382
DELHI,NEW DELHI,1906,613.296
DELHI,NEW DELHI,1907,276.614
DELHI,NEW DELHI,1908,900.27
DELHI,NEW DELHI,1909,720.023
DELHI,NEW DELHI,1910,492.475
DELHI,NEW DELHI,1911,462.406
DELHI,NEW DELHI,1912,649.645
DELHI,NEW DELHI,1913,359.19
DELHI,NEW DELHI,1914,666.308
DELHI,NEW DELHI,1915,385.784
DELHI,NEW DELHI,1916,624.592
DELHI,NEW DELHI,1917,687.436
DELHI,NEW DELHI,1918,255.612
DELHI,NEW DELHI,1919,399.771
DELHI,NEW DELHI,1920,473.536
DELHI,NEW DELHI,1921,561.749
DELHI,NEW DELHI,1922,485.089
DELHI,NEW DELHI,1923,610.733
DELHI,NEW DELHI,1924,652.915
DELHI,NEW DELHI,1925,478.569
DELHI,NEW DELHI,1926,600.586
DELHI,NEW DELHI,1927,449.006
DELHI,NEW DELHI,1928,272.737
DELHI,NEW DELHI,1929,266.333
DELHI,NEW DELHI,1930,502.5
DELHI,NEW DELHI,1931,519.091
DELHI,NEW DELHI,1932,412.075
DELHI,NEW DELHI,1933,1043.242
DELHI,NEW DELHI,1934,610.544
DELHI,NEW DELHI,1935,548.595
DELHI,NEW DELHI,1936,702.919
DELHI,NEW DELHI,1937,424.309
DELHI,NEW DELHI,1938,258.851
DELHI,NEW DELHI,1939,346.299
DELHI,NEW DELHI,1940,459.624
DELHI,NEW DELHI,1941,276.313
DELHI,NEW DELHI,1942,688.904
DELHI,NEW DELHI,1943,361.639
DELHI,NEW DELHI,1944,746.084
DELHI,NEW DELHI,1945,614.819
DELHI,NEW DELHI,1946,521.425
DELHI,NEW DELHI,1947,392.868
DELHI,NEW DELHI,1948,739.255
DELHI,NEW DELHI,1949,634.422
DELHI,NEW DELHI,1950,760.243
DELHI,NEW DELHI,1951,373.021
DELHI,NEW DELHI,1952,420.484
DELHI,NEW DELHI,1953,577.223
DELHI,NEW DELHI,1954,414.389
DELHI,NEW DELHI,1955,619.234
DELHI,NEW DELHI,1956,580.494
DELHI,NEW DELHI,1957,635.405
DELHI,NEW DELHI,1958,834.002
DELHI,NEW DELHI,1959,499.725
DELHI,NEW DELHI,1960,585.815
DELHI,NEW DELHI,1961,877.298
DELHI,NEW DELHI,1962,481.903
DELHI,NEW DELHI,1963,589.443
DELHI,NEW DELHI,1964,1009.768
DELHI,NEW DELHI,1965,476.501
DELHI,NEW DELHI,1966,527.717
DELHI,NEW DELHI,1967,856.474
DELHI,NEW DELHI,1968,511.614
DELHI,NEW DELHI,1969,536.884
DELHI,NEW DELHI,1970,563.444
DELHI,NEW DELHI,1971,728.216
DELHI,NEW DELHI,1972,628.163
DELHI,NEW DELHI,1973,554.354
DELHI,NEW DELHI,1974,459.716
DELHI,NEW DELHI,1975,940.464
DELHI,NEW DELHI,1976,863.917
DELHI,NEW DELHI,1977,750.452
DELHI,NEW DELHI,1978,853.961
DELHI,NEW DELHI,1979,355.913
DELHI,NEW DELHI,1980,606.06
DELHI,NEW DELHI,1981,529.3
DELHI,NEW DELHI,1982,695.075
DELHI,NEW DELHI,1983,750.609
DELHI,NEW DELHI,1984,603.615
DELHI,NEW DELHI,1985,797.233
DELHI,NEW DELHI,1986,422.085
DELHI,NEW DELHI,1987,305.948
DELHI,NEW DELHI,1988,852.942
DELHI,NEW DELHI,1989,363.069
DELHI,NEW DELHI,1990,743.63
DELHI,NEW DELHI,1991,608.114
DELHI,NEW DELHI,1992,447.192
DELHI,NEW DELHI,1993,749.364
DELHI,NEW DELHI,1994,743.202
DELHI,NEW DELHI,1995,798.782
DELHI,NEW DELHI,1996,733.39
DELHI,NEW DELHI,1997,594.427
DELHI,NEW DELHI,1998,709.784
DELHI,NEW DELHI,1999,344.241
DELHI,NEW DELHI,2000,613.22
DELHI,NEW DELHI,2001,583.204
DELHI,NEW DELHI,2002,349.549
DELHI,NEW DELHI,2003,660.023147
DELHI,NEW DELHI,2004,538.2016056
DELHI,NEW DELHI,2005,573.7651018
DELHI,NEW DELHI,2006,365.4646241
DELHI,NEW DELHI,2007,493.25023
DELHI,NEW DELHI,2008,784.6058294
DELHI,NEW DELHI,2009,436.7020621
DELHI,NEW DELHI,2010,707.4043267
DELHI,NEW DELHI,2011,565.4816788
DELHI,NEW DELHI,2012,432.2842365
DELHI,NEW DELHI,2013,1079.7
DELHI,NEW DELHI,2014,548.6
DELHI,NEW DELHI,2015,682.8
DELHI,NEW DELHI,2016,586.4
DELHI,NEW DELHI,2017,815.3
DELHI,NORTH DELHI,1901,1517.051208
DELHI,NORTH DELHI,1902,1632.550877
DELHI,NORTH DELHI,1903,1667.939665
DELHI,NORTH DELHI,1904,2052.549674
DELHI,NORTH DELHI,1905,1255.718624
DELHI,NORTH DELHI,1906,2308.437829
DELHI,NORTH DELHI,1907,1726.272831
DELHI,NORTH DELHI,1908,2679.436766
DELHI,NORTH DELHI,1909,2991.713649
DELHI,NORTH DELHI,1910,2353.548811
DELHI,NORTH DELHI,1911,1982.160987
DELHI,NORTH DELHI,1912,2058.38299
DELHI,NORTH DELHI,1913,1977.105445
DELHI,NORTH DELHI,1914,2584.937037
DELHI,NORTH DELHI,1915,1642.661959
DELHI,NORTH DELHI,1916,2446.492989
DELHI,NORTH DELHI,1917,3837.155671
DELHI,NORTH DELHI,1918,912.7196067
DELHI,NORTH DELHI,1919,2153.271607
DELHI,NORTH DELHI,1920,1434.218112
DELHI,NORTH DELHI,1921,1736.383913
DELHI,NORTH DELHI,1922,2150.160505
DELHI,NORTH DELHI,1923,2261.382409
DELHI,NORTH DELHI,1924,2546.437147
DELHI,NORTH DELHI,1925,2166.882679
DELHI,NORTH DELHI,1926,2395.159803
DELHI,NORTH DELHI,1927,1954.161067
DELHI,NORTH DELHI,1928,1509.662341
DELHI,NORTH DELHI,1929,1192.329917
DELHI,NORTH DELHI,1930,1946.383311
DELHI,NORTH DELHI,1931,2019.105325
DELHI,NORTH DELHI,1932,1711.495096
DELHI,NORTH DELHI,1933,3332.37934
DELHI,NORTH DELHI,1934,1949.883301
DELHI,NORTH DELHI,1935,2210.049222
DELHI,NORTH DELHI,1936,1987.605415
DELHI,NORTH DELHI,1937,1873.27241
DELHI,NORTH DELHI,1938,1084.219115
DELHI,NORTH DELHI,1939,1206.329876
DELHI,NORTH DELHI,1940,1538.828924
DELHI,NORTH DELHI,1941,1415.162611
DELHI,NORTH DELHI,1942,3128.602146
DELHI,NORTH DELHI,1943,1586.273232
DELHI,NORTH DELHI,1944,1882.994604
DELHI,NORTH DELHI,1945,2545.659372
DELHI,NORTH DELHI,1946,1702.550677
DELHI,NORTH DELHI,1947,1806.383712
DELHI,NORTH DELHI,1948,2302.604513
DELHI,NORTH DELHI,1949,1887.27237
DELHI,NORTH DELHI,1950,2143.160525
DELHI,NORTH DELHI,1951,1315.218453
DELHI,NORTH DELHI,1952,2163.382689
DELHI,NORTH DELHI,1953,2185.160405
DELHI,NORTH DELHI,1954,2088.327349
DELHI,NORTH DELHI,1955,2699.270043
DELHI,NORTH DELHI,1956,2542.54827
DELHI,NORTH DELHI,1957,2400.215344
DELHI,NORTH DELHI,1958,2617.214722
DELHI,NORTH DELHI,1959,1885.716818
DELHI,NORTH DELHI,1960,2811.269722
DELHI,NORTH DELHI,1961,2441.826336
DELHI,NORTH DELHI,1962,1987.216528
DELHI,NORTH DELHI,1963,2029.216407
DELHI,NORTH DELHI,1964,2764.603189
DELHI,NORTH DELHI,1965,1485.162411
DELHI,NORTH DELHI,1966,2752.15878
DELHI,NORTH DELHI,1967,3266.268418
DELHI,NORTH DELHI,1968,1510.051228
DELHI,NORTH DELHI,1969,1855.77246
DELHI,NORTH DELHI,1970,2092.994002
DELHI,NORTH DELHI,1971,2476.437348
DELHI,NORTH DELHI,1972,1714.21731
DELHI,NORTH DELHI,1973,2050.216347
DELHI,NORTH DELHI,1974,1496.829044
DELHI,NORTH DELHI,1975,2419.270845
DELHI,NORTH DELHI,1976,2826.047457
DELHI,NORTH DELHI,1977,2878.158419
DELHI,NORTH DELHI,1978,2532.0483
DELHI,NORTH DELHI,1979,1328.05175
DELHI,NORTH DELHI,1980,1995.772059
DELHI,NORTH DELHI,1981,1918.772279
DELHI,NORTH DELHI,1982,1970.105466
DELHI,NORTH DELHI,1983,2895.269481
DELHI,NORTH DELHI,1984,1863.550215
DELHI,NORTH DELHI,1985,2225.993621
DELHI,NORTH DELHI,1986,1753.494975
DELHI,NORTH DELHI,1987,1238.99645
DELHI,NORTH DELHI,1988,3286.101694
DELHI,NORTH DELHI,1989,1619.717581
DELHI,NORTH DELHI,1990,2734.269942
DELHI,NORTH DELHI,1991,1531.828944
DELHI,NORTH DELHI,1992,1671.050767
DELHI,NORTH DELHI,1993,2036.994163
DELHI,NORTH DELHI,1994,2194.882599
DELHI,NORTH DELHI,1995,3185.379761
DELHI,NORTH DELHI,1996,2506.770594
DELHI,NORTH DELHI,1997,2600.10366
DELHI,NORTH DELHI,1998,2665.047919
DELHI,NORTH DELHI,1999,1339.329495
DELHI,NORTH DELHI,2000,1494.884605
DELHI,NORTH DELHI,2001,1888.050145
DELHI,NORTH DELHI,2002,1389.10713
DELHI,NORTH DELHI,2003,2323.99334
DELHI,NORTH DELHI,2004,1895.050125
DELHI,NORTH DELHI,2005,2020.271988
DELHI,NORTH DELHI,2006,1286.829646
DELHI,NORTH DELHI,2007,1736.772801
DELHI,NORTH DELHI,2008,2762.65875
DELHI,NORTH DELHI,2009,1537.66226
DELHI,NORTH DELHI,2010,2490.826196
DELHI,NORTH DELHI,2011,1991.105405
DELHI,NORTH DELHI,2012,1522.106749
DELHI,NORTH DELHI,2013,787.4
DELHI,NORTH DELHI,2014,490.0
DELHI,NORTH DELHI,2015,715.4
DELHI,NORTH DELHI,2016,630.6
DELHI,NORTH DELHI,2017,586.4
DELHI,NORTH EAST DELHI,1901,256.7102788
DELHI,NORTH EAST DELHI,1902,276.2547425
DELHI,NORTH EAST DELHI,1903,282.2431135
DELHI,NORTH EAST DELHI,1904,347.3255195
DELHI,NORTH EAST DELHI,1905,212.488462
DELHI,NORTH EAST DELHI,1906,390.6260484
DELHI,NORTH EAST DELHI,1907,292.1140548
DELHI,NORTH EAST DELHI,1908,453.4052348
DELHI,NORTH EAST DELHI,1909,506.2476736
DELHI,NORTH EAST DELHI,1910,398.2595763
DELHI,NORTH EAST DELHI,1911,335.4145837
DELHI,NORTH EAST DELHI,1912,348.3126136
DELHI,NORTH EAST DELHI,1913,334.5591021
DELHI,NORTH EAST DELHI,1914,437.41431
DELHI,NORTH EAST DELHI,1915,277.9657056
DELHI,NORTH EAST DELHI,1916,413.9872761
DELHI,NORTH EAST DELHI,1917,649.3105155
DELHI,NORTH EAST DELHI,1918,154.4473274
DELHI,NORTH EAST DELHI,1919,364.3693447
DELHI,NORTH EAST DELHI,1920,242.6935422
DELHI,NORTH EAST DELHI,1921,293.8250179
DELHI,NORTH EAST DELHI,1922,363.8428945
DELHI,NORTH EAST DELHI,1923,382.6634892
DELHI,NORTH EAST DELHI,1924,430.8994887
DELHI,NORTH EAST DELHI,1925,366.6725643
DELHI,NORTH EAST DELHI,1926,405.3008478
DELHI,NORTH EAST DELHI,1927,330.6765319
DELHI,NORTH EAST DELHI,1928,255.4599596
DELHI,NORTH EAST DELHI,1929,201.7620392
DELHI,NORTH EAST DELHI,1930,329.3604064
DELHI,NORTH EAST DELHI,1931,341.6661798
DELHI,NORTH EAST DELHI,1932,289.6134163
DELHI,NORTH EAST DELHI,1933,563.8939705
DELHI,NORTH EAST DELHI,1934,329.9526629
DELHI,NORTH EAST DELHI,1935,373.9770609
DELHI,NORTH EAST DELHI,1936,336.3358716
DELHI,NORTH EAST DELHI,1937,316.9888267
DELHI,NORTH EAST DELHI,1938,183.4678947
DELHI,NORTH EAST DELHI,1939,204.1310651
DELHI,NORTH EAST DELHI,1940,260.3954302
DELHI,NORTH EAST DELHI,1941,239.4690348
DELHI,NORTH EAST DELHI,1942,529.4114824
DELHI,NORTH EAST DELHI,1943,268.4237958
DELHI,NORTH EAST DELHI,1944,318.6339836
DELHI,NORTH EAST DELHI,1945,430.7678762
DELHI,NORTH EAST DELHI,1946,288.099872
DELHI,NORTH EAST DELHI,1947,305.6701474
DELHI,NORTH EAST DELHI,1948,389.6389543
DELHI,NORTH EAST DELHI,1949,319.3578526
DELHI,NORTH EAST DELHI,1950,362.6583816
DELHI,NORTH EAST DELHI,1951,222.5568221
DELHI,NORTH EAST DELHI,1952,366.0803079
DELHI,NORTH EAST DELHI,1953,369.7654593
DELHI,NORTH EAST DELHI,1954,353.3796968
DELHI,NORTH EAST DELHI,1955,456.7613548
DELHI,NORTH EAST DELHI,1956,430.241426
DELHI,NORTH EAST DELHI,1957,406.1563293
DELHI,NORTH EAST DELHI,1958,442.8762308
DELHI,NORTH EAST DELHI,1959,319.0946275
DELHI,NORTH EAST DELHI,1960,475.713562
DELHI,NORTH EAST DELHI,1961,413.1976008
DELHI,NORTH EAST DELHI,1962,336.2700653
DELHI,NORTH EAST DELHI,1963,343.377143
DELHI,NORTH EAST DELHI,1964,467.816809
DELHI,NORTH EAST DELHI,1965,251.3141643
DELHI,NORTH EAST DELHI,1966,465.7110082
DELHI,NORTH EAST DELHI,1967,552.7069038
DELHI,NORTH EAST DELHI,1968,255.5257659
DELHI,NORTH EAST DELHI,1969,314.0275443
DELHI,NORTH EAST DELHI,1970,354.1693721
DELHI,NORTH EAST DELHI,1971,419.0543592
DELHI,NORTH EAST DELHI,1972,290.0740602
DELHI,NORTH EAST DELHI,1973,346.9306818
DELHI,NORTH EAST DELHI,1974,253.2883525
DELHI,NORTH EAST DELHI,1975,409.3808368
DELHI,NORTH EAST DELHI,1976,478.2142005
DELHI,NORTH EAST DELHI,1977,487.0322413
DELHI,NORTH EAST DELHI,1978,428.4646566
DELHI,NORTH EAST DELHI,1979,224.7284292
DELHI,NORTH EAST DELHI,1980,337.7178033
DELHI,NORTH EAST DELHI,1981,324.6881609
DELHI,NORTH EAST DELHI,1982,333.3745892
DELHI,NORTH EAST DELHI,1983,489.9277174
DELHI,NORTH EAST DELHI,1984,315.3436698
DELHI,NORTH EAST DELHI,1985,376.6751181
DELHI,NORTH EAST DELHI,1986,296.720494
DELHI,NORTH EAST DELHI,1987,209.6587922
DELHI,NORTH EAST DELHI,1988,556.0630238
DELHI,NORTH EAST DELHI,1989,274.0831354
DELHI,NORTH EAST DELHI,1990,462.6839196
DELHI,NORTH EAST DELHI,1991,259.2109173
DELHI,NORTH EAST DELHI,1992,282.7695637
DELHI,NORTH EAST DELHI,1993,344.6932685
DELHI,NORTH EAST DELHI,1994,371.4106161
DELHI,NORTH EAST DELHI,1995,539.0191986
DELHI,NORTH EAST DELHI,1996,424.1872487
DELHI,NORTH EAST DELHI,1997,439.9807547
DELHI,NORTH EAST DELHI,1998,450.9704026
DELHI,NORTH EAST DELHI,1999,226.6368111
DELHI,NORTH EAST DELHI,2000,252.9593211
DELHI,NORTH EAST DELHI,2001,319.4894652
DELHI,NORTH EAST DELHI,2002,235.0600143
DELHI,NORTH EAST DELHI,2003,393.2582994
DELHI,NORTH EAST DELHI,2004,320.6739781
DELHI,NORTH EAST DELHI,2005,341.8635987
DELHI,NORTH EAST DELHI,2006,217.752964
DELHI,NORTH EAST DELHI,2007,293.8908242
DELHI,NORTH EAST DELHI,2008,467.4877777
DELHI,NORTH EAST DELHI,2009,260.1980114
DELHI,NORTH EAST DELHI,2010,421.4891914
DELHI,NORTH EAST DELHI,2011,336.928128
DELHI,NORTH EAST DELHI,2012,257.5657604
DELHI,NORTH EAST DELHI,2013,287.0
DELHI,NORTH EAST DELHI,2014,376.0
DELHI,NORTH EAST DELHI,2015,441.0
DELHI,NORTH EAST DELHI,2016,322.0
DELHI,NORTH EAST DELHI,2017,319.5
DELHI,NORTH WEST DELHI,1901,378.7046508
DELHI,NORTH WEST DELHI,1902,407.5370736
DELHI,NORTH WEST DELHI,1903,416.3712502
DELHI,NORTH WEST DELHI,1904,512.3822473
DELHI,NORTH WEST DELHI,1905,313.4676538
DELHI,NORTH WEST DELHI,1906,576.2601402
DELHI,NORTH WEST DELHI,1907,430.9330799
DELHI,NORTH WEST DELHI,1908,668.873377
DELHI,NORTH WEST DELHI,1909,746.8277053
DELHI,NORTH WEST DELHI,1910,587.5212885
DELHI,NORTH WEST DELHI,1911,494.8109728
DELHI,NORTH WEST DELHI,1912,513.8384303
DELHI,NORTH WEST DELHI,1913,493.5489476
DELHI,NORTH WEST DELHI,1914,645.2832129
DELHI,NORTH WEST DELHI,1915,410.061124
DELHI,NORTH WEST DELHI,1916,610.7231371
DELHI,NORTH WEST DELHI,1917,957.8771569
DELHI,NORTH WEST DELHI,1918,227.8440952
DELHI,NORTH WEST DELHI,1919,537.5256732
DELHI,NORTH WEST DELHI,1920,358.0268526
DELHI,NORTH WEST DELHI,1921,433.4571304
DELHI,NORTH WEST DELHI,1922,536.7490423
DELHI,NORTH WEST DELHI,1923,564.5135976
DELHI,NORTH WEST DELHI,1924,635.6724053
DELHI,NORTH WEST DELHI,1925,540.9234335
DELHI,NORTH WEST DELHI,1926,597.908727
DELHI,NORTH WEST DELHI,1927,487.8212946
DELHI,NORTH WEST DELHI,1928,376.8601523
DELHI,NORTH WEST DELHI,1929,297.6437988
DELHI,NORTH WEST DELHI,1930,485.8797173
DELHI,NORTH WEST DELHI,1931,504.033465
DELHI,NORTH WEST DELHI,1932,427.2440831
DELHI,NORTH WEST DELHI,1933,831.8687907
DELHI,NORTH WEST DELHI,1934,486.7534271
DELHI,NORTH WEST DELHI,1935,551.6991875
DELHI,NORTH WEST DELHI,1936,496.1700769
DELHI,NORTH WEST DELHI,1937,467.6288907
DELHI,NORTH WEST DELHI,1938,270.6558745
DELHI,NORTH WEST DELHI,1939,301.138638
DELHI,NORTH WEST DELHI,1940,384.1410672
DELHI,NORTH WEST DELHI,1941,353.2699882
DELHI,NORTH WEST DELHI,1942,780.9994656
DELHI,NORTH WEST DELHI,1943,395.9846887
DELHI,NORTH WEST DELHI,1944,470.0558624
DELHI,NORTH WEST DELHI,1945,635.4782476
DELHI,NORTH WEST DELHI,1946,425.0112692
DELHI,NORTH WEST DELHI,1947,450.931326
DELHI,NORTH WEST DELHI,1948,574.8039572
DELHI,NORTH WEST DELHI,1949,471.1237299
DELHI,NORTH WEST DELHI,1950,535.0016228
DELHI,NORTH WEST DELHI,1951,328.32072
DELHI,NORTH WEST DELHI,1952,540.0497237
DELHI,NORTH WEST DELHI,1953,545.4861401
DELHI,NORTH WEST DELHI,1954,521.3135029
DELHI,NORTH WEST DELHI,1955,673.8243991
DELHI,NORTH WEST DELHI,1956,634.7016167
DELHI,NORTH WEST DELHI,1957,599.1707523
DELHI,NORTH WEST DELHI,1958,653.3407587
DELHI,NORTH WEST DELHI,1959,470.7354144
DELHI,NORTH WEST DELHI,1960,701.7831121
DELHI,NORTH WEST DELHI,1961,609.5581908
DELHI,NORTH WEST DELHI,1962,496.0729981
DELHI,NORTH WEST DELHI,1963,506.5575154
DELHI,NORTH WEST DELHI,1964,690.1336484
DELHI,NORTH WEST DELHI,1965,370.7441839
DELHI,NORTH WEST DELHI,1966,687.0271247
DELHI,NORTH WEST DELHI,1967,815.3653837
DELHI,NORTH WEST DELHI,1968,376.9572312
DELHI,NORTH WEST DELHI,1969,463.2603418
DELHI,NORTH WEST DELHI,1970,522.4784492
DELHI,NORTH WEST DELHI,1971,618.1982097
DELHI,NORTH WEST DELHI,1972,427.9236351
DELHI,NORTH WEST DELHI,1973,511.7997741
DELHI,NORTH WEST DELHI,1974,373.6565498
DELHI,NORTH WEST DELHI,1975,603.9276166
DELHI,NORTH WEST DELHI,1976,705.472109
DELHI,NORTH WEST DELHI,1977,718.4806768
DELHI,NORTH WEST DELHI,1978,632.0804874
DELHI,NORTH WEST DELHI,1979,331.5243226
DELHI,NORTH WEST DELHI,1980,498.2087331
DELHI,NORTH WEST DELHI,1981,478.9871179
DELHI,NORTH WEST DELHI,1982,491.801528
DELHI,NORTH WEST DELHI,1983,722.7521469
DELHI,NORTH WEST DELHI,1984,465.2019191
DELHI,NORTH WEST DELHI,1985,555.6794209
DELHI,NORTH WEST DELHI,1986,437.7286004
DELHI,NORTH WEST DELHI,1987,309.2932626
DELHI,NORTH WEST DELHI,1988,820.3164058
DELHI,NORTH WEST DELHI,1989,404.333471
DELHI,NORTH WEST DELHI,1990,682.5614969
DELHI,NORTH WEST DELHI,1991,382.3936476
DELHI,NORTH WEST DELHI,1992,417.1478811
DELHI,NORTH WEST DELHI,1993,508.4990927
DELHI,NORTH WEST DELHI,1994,547.9131118
